,ru_name,ru_link,en_name,en_link,ka_name,ka_link
1216,"Миндиашвили, Арчил","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B4%D0%B8%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%90%D1%80%D1%87%D0%B8%D0%BB",,,არჩილ მინდიაშვილი,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%A0%E1%83%A9%E1%83%98%E1%83%9A_%E1%83%9B%E1%83%98%E1%83%9C%E1%83%93%E1%83%98%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98_(%E1%83%90%E1%83%A0%E1%83%A5%E1%83%98%E1%83%A2%E1%83%94%E1%83%A5%E1%83%A2%E1%83%9D%E1%83%A0%E1%83%98)
1217,"Миндиашвили, Дмитрий Георгиевич","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B4%D0%B8%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Dmitry Mindiashvili,,დიმიტრი მინდიაშვილი,
1218,"Миньяр-Белоручев, Рюрик Константинович","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D1%8C%D1%8F%D1%80-%D0%91%D0%B5%D0%BB%D0%BE%D1%80%D1%83%D1%87%D0%B5%D0%B2,_%D0%A0%D1%8E%D1%80%D0%B8%D0%BA_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Ryurik Minyar-Beloruchev,,,
1219,Мирзоев Георгий Константинович,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B7%D0%BE%D0%B5%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
1220,"Мирзоева, Мария Моисеевна","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B7%D0%BE%D0%B5%D0%B2%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B8%D1%8F_%D0%9C%D0%BE%D0%B8%D1%81%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0",Mirzoeva Maria Moiseevna,,,
1221,"Мирзоян, Темур Рустамович","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B7%D0%BE%D1%8F%D0%BD,_%D0%A2%D0%B5%D0%BC%D1%83%D1%80_%D0%A0%D1%83%D1%81%D1%82%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",,,,
1222,"Мирианашвили, Александр Гурамович","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B8%D0%B0%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D1%83%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",,,,
1223,Матэ Мирианашвили,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B8%D0%B0%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9C%D0%B0%D1%82%D0%B2%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Mate Mirianashvili,,მათე მირიანაშვილი,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%90%E1%83%97%E1%83%94_%E1%83%9B%E1%83%98%E1%83%A0%E1%83%98%E1%83%90%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1224,"Мириманов, Виль Борисович","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B8%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%92%D0%B8%D0%BB%D1%8C_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87",Vil Mirimanov,,,
1225,"Мириманова, Нина Рубеновна","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B8%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%9D%D0%B8%D0%BD%D0%B0_%D0%A0%D1%83%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0",,,,
1226,Давид Мирцхулава,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D1%86%D1%85%D1%83%D0%BB%D0%B0%D0%B2%D0%B0,_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4_%D0%A6%D0%BE%D1%82%D0%BD%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",,,დავით მირცხულავა,
1227,"Михайлов, Глеб Константинович","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2,_%D0%93%D0%BB%D0%B5%D0%B1_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Gleb K. Mikhajlov,,,
1228,"Михайлов, Константин Васильевич","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Konstantin Mikhailov,,,
1229,"Мишаткин, Юрий Иванович","https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%88%D0%B0%D1%82%D0%BA%D0%B8%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Yury Mishatkin,,,
1230,Юрий Мкртумян,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BA%D1%80%D1%82%D1%83%D0%BC%D1%8F%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%98%D1%81%D1%80%D0%B0%D0%B5%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",,,,
1231,Сергей Мушегович Мовсесян,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B2%D1%81%D0%B5%D1%81%D1%8F%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9C%D1%83%D1%88%D0%B5%D0%B3%D0%BE%D0%B2%D0%B8%D1%87",Sergei Movsesian,https://en.wikipedia.org/wiki/Sergei_Movsesian,,
1232,"Модебадзе, Алексей","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B5%D0%B1%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9",Alex Modebadze,https://en.wikipedia.org/wiki/Alex_Modebadze,ალექსი მოდებაძე,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98_%E1%83%9B%E1%83%9D%E1%83%93%E1%83%94%E1%83%91%E1%83%90%E1%83%AB%E1%83%94
1233,"Модебадзе, Ираклий Иузайович","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B5%D0%B1%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B9_%D0%98%D1%83%D0%B7%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87",Irakli Modebadze,https://en.wikipedia.org/wiki/Irakli_Modebadze,ირაკლი მოდებაძე,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%90%E1%83%99%E1%83%9A%E1%83%98_%E1%83%9B%E1%83%9D%E1%83%93%E1%83%94%E1%83%91%E1%83%90%E1%83%AB%E1%83%94
1234,Борис Львович Модзалевский,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B7%D0%B0%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Boris Lvovich Modzalevskiy,,,
1235,Вадим Львович Модзалевский,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B7%D0%B0%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Vadim Lvovich Modzalevskiy,,,
1236,"Модзалевский, Всеволод Львович","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B7%D0%B0%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D1%81%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D0%B4_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",,,,
1237,Давит Модзманашвили,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%B7%D0%BC%D0%B0%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%94%D0%B0%D0%B2%D0%B8%D1%82",Davit Modzmanashvili,https://en.wikipedia.org/wiki/Davit_Modzmanashvili,დავით მოძმანაშვილი,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%90%E1%83%95%E1%83%98%E1%83%97_%E1%83%9B%E1%83%9D%E1%83%AB%E1%83%9B%E1%83%90%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1238,"Можаева, Галина Николаевна","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B6%D0%B0%D0%B5%D0%B2%D0%B0,_%D0%93%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BD%D0%B0",,,,
1239,"Мозжухин, Юрий Александрович","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B7%D0%B6%D1%83%D1%85%D0%B8%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",,,,
1240,"Мокульский, Стефан Стефанович","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BA%D1%83%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Stefan Mokulsky,,,
1241,"Мори, Амирхан Аликоевич","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%B8,_%D0%90%D0%BC%D0%B8%D1%80%D1%85%D0%B0%D0%BD_%D0%90%D0%BB%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87",Amirkhan Mori,https://en.wikipedia.org/wiki/Amirkhan_Mori,,
1242,"Морчиладзе, Ака","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D1%87%D0%B8%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%90%D0%BA%D0%B0",Aka Morchiladze,https://en.wikipedia.org/wiki/Aka_Morchiladze,აკა მორჩილაძე,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%99%E1%83%90_%E1%83%9B%E1%83%9D%E1%83%A0%E1%83%A9%E1%83%98%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
1243,"Мосешвили, Леван Георгиевич","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D0%B5%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Levan Moseshvili,https://en.wikipedia.org/wiki/Levan_Moseshvili,ლევან მოსეშვილი,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%94%E1%83%95%E1%83%90%E1%83%9C_%E1%83%9B%E1%83%9D%E1%83%A1%E1%83%94%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1244,Георгий Шалвович Мосидзе,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%A8%D0%B0%D0%BB%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Giorgi Mosidze,,გიორგი მოსიძე,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_%E1%83%9B%E1%83%9D%E1%83%A1%E1%83%98%E1%83%AB%E1%83%94
1245,"Мрелашвили, Гиви Георгиевич","https://ru.wikipedia.org/wiki/%D0%9C%D1%80%D0%B5%D0%BB%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%93%D0%B8%D0%B2%D0%B8_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",,,,
1246,Мрикотенко Дмитрий Робертович,"https://ru.wikipedia.org/wiki/%D0%9C%D1%80%D0%B8%D0%BA%D0%BE%D1%82%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82%D0%BE%D0%B2%D0%B8%D1%87",,,,
1247,"Муджири, Давид Давидович","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B4%D0%B6%D0%B8%D1%80%D0%B8,_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",Davit Mujiri,https://en.wikipedia.org/wiki/Davit_Mujiri,დავით მუჯირი,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%90%E1%83%95%E1%83%98%E1%83%97_%E1%83%9B%E1%83%A3%E1%83%AF%E1%83%98%E1%83%A0%E1%83%98
1248,Алексей Алексеевич Муравлёв,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B2%D0%BB%D1%91%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",Aleksei Muravlyov,,,
1249,Мурад Бей,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B4_%D0%91%D0%B5%D0%B9,Murad Bey,https://en.wikipedia.org/wiki/Murad_Bey,მურად ბეი,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%A3%E1%83%A0%E1%83%90%E1%83%93_%E1%83%91%E1%83%94%E1%83%98
1250,Romeo Muradyan,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D0%B4%D1%8F%D0%BD,_%D0%A0%D0%BE%D0%BC%D0%B5%D0%BE",Romeo Muradyan,https://en.wikipedia.org/wiki/Romeo_Muradyan,,
1251,Елена Петровна Муратова,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B0,_%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%BD%D0%B0",Elena Muratova,,,
1252,"Мурванидзе, Вахтанг","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B2%D0%B0%D0%BD%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%92%D0%B0%D1%85%D1%82%D0%B0%D0%BD%D0%B3",Vakhtang Murvanidze,https://en.wikipedia.org/wiki/Vakhtang_Murvanidze,ვახტანგ მურვანიძე,
1253,"Мурванидзе, Теймураз Давидович","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%B2%D0%B0%D0%BD%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%A2%D0%B5%D0%B9%D0%BC%D1%83%D1%80%D0%B0%D0%B7_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",Muraz Murvanidze,,მურაზ მურვანიძე,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%A3%E1%83%A0%E1%83%90%E1%83%96_%E1%83%9B%E1%83%A3%E1%83%A0%E1%83%95%E1%83%90%E1%83%9C%E1%83%98%E1%83%AB%E1%83%94
1254,Давид Леванович Мусхелишвили,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%81%D1%85%D0%B5%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",David Muskhelishvili,https://en.wikipedia.org/wiki/David_Muskhelishvili,დავით მუსხელიშვილი,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%90%E1%83%95%E1%83%98%E1%83%97_%E1%83%9B%E1%83%A3%E1%83%A1%E1%83%AE%E1%83%94%E1%83%9A%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1255,"Мусхелишвили, Николай","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%81%D1%85%D0%B5%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Nikoloz Muskhelishvili,https://en.wikipedia.org/wiki/Nikoloz_Muskhelishvili,ნიკოლოზ მუსხელიშვილი,https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%98%E1%83%99%E1%83%9D%E1%83%9A%E1%83%9D%E1%83%96_%E1%83%9B%E1%83%A3%E1%83%A1%E1%83%AE%E1%83%94%E1%83%9A%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1256,"Мусхелишвили, Николай Львович","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%81%D1%85%D0%B5%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Nikolay Muskhelishvili,,,
1257,Григорий Михайлович Мухадзе,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%85%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Grigol Mukhadze,,გრიგოლ მუხაძე,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%A0%E1%83%98%E1%83%92%E1%83%9D%E1%83%9A_%E1%83%9B%E1%83%A3%E1%83%AE%E1%83%90%E1%83%AB%E1%83%94
1258,Мухаринская Лидия Сауловна,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%85%D0%B0%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%9B%D0%B8%D0%B4%D0%B8%D1%8F_%D0%A1%D0%B0%D1%83%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0",Lidziya Mukharynskaya,,,
1259,"Муцоев, Зелимхан Аликоевич","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%86%D0%BE%D0%B5%D0%B2,_%D0%97%D0%B5%D0%BB%D0%B8%D0%BC%D1%85%D0%B0%D0%BD_%D0%90%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5%D0%B2%D0%B8%D1%87",Zelimkhan Mutsoyev,https://en.wikipedia.org/wiki/Zelimkhan_Mutsoev,,
1260,"Мхеидзе, Лука","https://ru.wikipedia.org/wiki/%D0%9C%D1%85%D0%B5%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%9B%D1%83%D0%BA%D0%B0",Luka Mkheidze,https://en.wikipedia.org/wiki/Luka_Mkheidze,ლუკა მხეიძე,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%A3%E1%83%99%E1%83%90_%E1%83%9B%E1%83%AE%E1%83%94%E1%83%98%E1%83%AB%E1%83%94
1261,Оганез Арменакович Мхитарян,"https://ru.wikipedia.org/wiki/%D0%9C%D1%85%D0%B8%D1%82%D0%B0%D1%80%D1%8F%D0%BD,_%D0%9E%D0%B3%D0%B0%D0%BD%D0%B5%D0%B7_%D0%90%D1%80%D0%BC%D0%B5%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%87",Oganez Mkhitaryan,https://en.wikipedia.org/wiki/Oganez_Mkhitaryan,,
1262,Леван Мчедлидзе,"https://ru.wikipedia.org/wiki/%D0%9C%D1%87%D0%B5%D0%B4%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD",Levan Mchedlidze,https://en.wikipedia.org/wiki/Levan_Mchedlidze,ლევან მჭედლიძე,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%94%E1%83%95%E1%83%90%E1%83%9C_%E1%83%9B%E1%83%AD%E1%83%94%E1%83%93%E1%83%9A%E1%83%98%E1%83%AB%E1%83%94
1263,"Мчедлишвили, Георгий","https://ru.wikipedia.org/wiki/%D0%9C%D1%87%D0%B5%D0%B4%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_(%D1%80%D0%B5%D0%B3%D0%B1%D0%B8%D1%81%D1%82)",,,,
1264,Георгий Мчедлишвили,"https://ru.wikipedia.org/wiki/%D0%9C%D1%87%D0%B5%D0%B4%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%98%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%B8%D1%87",Georgy Mchedlishvili,,,
1265,"Мчедлов, Михаил Петрович","https://ru.wikipedia.org/wiki/%D0%9C%D1%87%D0%B5%D0%B4%D0%BB%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Mikhail Mchedlov,,,
1266,"Мшвелидзе, Шалва Михайлович","https://ru.wikipedia.org/wiki/%D0%9C%D1%88%D0%B2%D0%B5%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%A8%D0%B0%D0%BB%D0%B2%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Shalva Mshvelidze,,შალვა მშველიძე,https://ka.wikipedia.org/wiki/%E1%83%A8%E1%83%90%E1%83%9A%E1%83%95%E1%83%90_%E1%83%9B%E1%83%A8%E1%83%95%E1%83%94%E1%83%9A%E1%83%98%E1%83%AB%E1%83%94
1267,"Мшвениерадзе, Владимир Власович","https://ru.wikipedia.org/wiki/%D0%9C%D1%88%D0%B2%D0%B5%D0%BD%D0%B8%D0%B5%D1%80%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D1%87",V. V. Mshvenieradze,,,
1268,"Мшвениерадзе, Георгий Петрович","https://ru.wikipedia.org/wiki/%D0%9C%D1%88%D0%B2%D0%B5%D0%BD%D0%B8%D0%B5%D1%80%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Georgy Mshveniyeradze,https://en.wikipedia.org/wiki/Giorgi_Mshvenieradze,,
1269,"Мшвениерадзе, Пётр Яковлевич","https://ru.wikipedia.org/wiki/%D0%9C%D1%88%D0%B2%D0%B5%D0%BD%D0%B8%D0%B5%D1%80%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9F%D1%91%D1%82%D1%80_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87",Petre Mshveniyeradze,https://en.wikipedia.org/wiki/Petre_Mshvenieradze,პეტრე მშვენიერაძე,https://ka.wikipedia.org/wiki/%E1%83%9E%E1%83%94%E1%83%A2%E1%83%A0%E1%83%94_%E1%83%9B%E1%83%A8%E1%83%95%E1%83%94%E1%83%9C%E1%83%98%E1%83%94%E1%83%A0%E1%83%90%E1%83%AB%E1%83%94
1270,"Наваловский, Георгий","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9",Giorgi Navalovski,https://en.wikipedia.org/wiki/Giorgi_Navalovski,გიორგი ნავალოვსკი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_%E1%83%9C%E1%83%90%E1%83%95%E1%83%90%E1%83%9A%E1%83%9D%E1%83%95%E1%83%A1%E1%83%99%E1%83%98
1271,"Надареишвили, Гиа Антонович","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4%D0%B0%D1%80%D0%B5%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%93%D0%B8%D0%B0_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Gia Nadareishvili,https://en.wikipedia.org/wiki/Gia_Nadareishvili,გია ნადარეიშვილი,
1272,"Надирадзе, Георгий","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4%D0%B8%D1%80%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA)",Giorgi Nadiradze,https://en.wikipedia.org/wiki/Giorgi_Nadiradze_(cyclist),,
1273,"Надирадзе, Лука","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4%D0%B8%D1%80%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9B%D1%83%D0%BA%D0%B0",,,,
