,ru_name,ru_link,en_name,en_link,ka_name,ka_link
369,"Векуа, Абесалом Капитонович","https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BA%D1%83%D0%B0,_%D0%90%D0%B1%D0%B5%D1%81%D0%B0%D0%BB%D0%BE%D0%BC_%D0%9A%D0%B0%D0%BF%D0%B8%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Abesalom Vekua,,,
370,"Вепхвадзе, Алексей Иванович","https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BF%D1%85%D0%B2%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Alexei Vepkhvadze,,ალექსი ვეფხვაძე,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98_%E1%83%95%E1%83%94%E1%83%A4%E1%83%AE%E1%83%95%E1%83%90%E1%83%AB%E1%83%94
371,"Вепхвадзе, Иван(Джованни) Алексеевич","https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BF%D1%85%D0%B2%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%98%D0%B2%D0%B0%D0%BD_(%D0%94%D0%B6%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B8)_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",,,,
372,Иван Алексеевич Вепхвадзе,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BF%D1%85%D0%B2%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",Ivan Alekseevich Vepkhvadze,,ივანე ვეფხვაძე,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%95%E1%83%90%E1%83%9C%E1%83%94_%E1%83%95%E1%83%94%E1%83%A4%E1%83%AE%E1%83%95%E1%83%90%E1%83%AB%E1%83%94
373,Христофор Аввакумович Вермишев,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%B2,_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D1%84%D0%BE%D1%80_%D0%90%D0%B2%D0%B2%D0%B0%D0%BA%D1%83%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",Christophor Vermishev,https://en.wikipedia.org/wiki/Christophor_Vermishyan,,
374,Юрий Вермишев,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D1%84%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Yuri Vermishev,,,
375,Седа Вермишева,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%B2%D0%B0,_%D0%A1%D1%8D%D0%B4%D0%B0_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0",Seda Vermisheva,https://en.wikipedia.org/wiki/Seda_Vermisheva,,
376,"Веселовзоров, Борис Петрович","https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D0%B5%D0%BB%D0%BE%D0%B2%D0%B7%D0%BE%D1%80%D0%BE%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87",,,,
377,"Вирсаладзе, Симон Багратович","https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D1%80%D1%81%D0%B0%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A1%D0%B8%D0%BC%D0%BE%D0%BD_%D0%91%D0%B0%D0%B3%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87",Simon Virsaladze,https://en.wikipedia.org/wiki/Simon_Virsaladze,სიმონ ვირსალაძე,https://ka.wikipedia.org/wiki/%E1%83%A1%E1%83%98%E1%83%9B%E1%83%9D%E1%83%9C_%E1%83%95%E1%83%98%E1%83%A0%E1%83%A1%E1%83%90%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
378,Тинатин Багратовна Вирсаладзе,"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D1%80%D1%81%D0%B0%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A2%D0%B8%D0%BD%D0%B0%D1%82%D0%B8%D0%BD_%D0%91%D0%B0%D0%B3%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%BD%D0%B0",Tinatin Virsaladze,,თინათინ ვირსალაძე,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%98%E1%83%9C%E1%83%90%E1%83%97%E1%83%98%E1%83%9C_%E1%83%95%E1%83%98%E1%83%A0%E1%83%A1%E1%83%90%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
379,"Вирсаладзе, Элисо Константиновна","https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D1%80%D1%81%D0%B0%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%AD%D0%BB%D0%B8%D1%81%D0%BE_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0",Eliso Virsaladze,https://en.wikipedia.org/wiki/Eliso_Virsaladze,ელისო ვირსალაძე,https://ka.wikipedia.org/wiki/%E1%83%94%E1%83%9A%E1%83%98%E1%83%A1%E1%83%9D_%E1%83%95%E1%83%98%E1%83%A0%E1%83%A1%E1%83%90%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
380,Сергей Юльевич Витте,"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D1%82%D1%82%D0%B5,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%AE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Sergei Witte,https://en.wikipedia.org/wiki/Sergei_Witte,სერგეი ვიტე,https://ka.wikipedia.org/wiki/%E1%83%A1%E1%83%94%E1%83%A0%E1%83%92%E1%83%94%E1%83%98_%E1%83%95%E1%83%98%E1%83%A2%E1%83%94
381,Лев Николаевич Власенко,"https://ru.wikipedia.org/wiki/%D0%92%D0%BB%D0%B0%D1%81%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9B%D0%B5%D0%B2_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",Lev Vlasenko,https://en.wikipedia.org/wiki/Lev_Vlassenko,,
382,"Волкови, Давит","https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA%D0%BE%D0%B2%D0%B8,_%D0%94%D0%B0%D0%B2%D0%B8%D1%82",Davit Volkovi,https://en.wikipedia.org/wiki/Davit_Volkovi,დავით ვოლკოვი,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%90%E1%83%95%E1%83%98%E1%83%97_%E1%83%95%E1%83%9D%E1%83%9A%E1%83%99%E1%83%9D%E1%83%95%E1%83%98
383,Цезарь Самойлович Вольпе,"https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D1%8C%D0%BF%D0%B5,_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8C_%D0%A1%D0%B0%D0%BC%D0%BE%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",César Volpé,,,
384,Анели Ивановна Вольская,"https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F,_%D0%90%D0%BD%D0%B5%D0%BB%D0%B8_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0",,,ანელი ვოლსკაია,
385,"Вольский, Гия","https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D0%B8%D1%8F",Gia Volski,https://en.wikipedia.org/wiki/Gia_Volski,გიორგი ვოლსკი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%90_%E1%83%95%E1%83%9D%E1%83%9A%E1%83%A1%E1%83%99%E1%83%98
386,"Воронов, Юрий Николаевич (ботаник)","https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87_(%D0%B1%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D0%BA)",Yury Nikolaevitch Voronov,https://en.wikipedia.org/wiki/Yury_Voronov_(botanist),,
387,"Воронцова-Дашкова, Анна Ильинична","https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%B0-%D0%94%D0%B0%D1%88%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BD%D0%BD%D0%B0_%D0%98%D0%BB%D1%8C%D0%B8%D0%BD%D0%B8%D1%87%D0%BD%D0%B0",Anna Ilinichna Vorontsova-Dashkova,,,
388,"Вронский, Вахтанг Иванович","https://ru.wikipedia.org/wiki/%D0%92%D1%80%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B0%D1%85%D1%82%D0%B0%D0%BD%D0%B3_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Vakhtang Vronsky,,,
389,"Вырубов, Василий Васильевич","https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%80%D1%83%D0%B1%D0%BE%D0%B2,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Vasily Vyrubov,,,
390,Георгий Иванович Габашвили,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Gigo Gabashvili,https://en.wikipedia.org/wiki/Gigo_Gabashvili,გიგო გაბაშვილი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%92%E1%83%9D_%E1%83%92%E1%83%90%E1%83%91%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
391,"Габашвили, Ирина","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0",Irina Gabashvili,https://en.wikipedia.org/wiki/Irina_Gabashvili,ირინე გაბაშვილი,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%98%E1%83%9C%E1%83%94_%E1%83%92%E1%83%90%E1%83%91%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
392,"Габашвили, Константин Владимирович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Konstantine Gabashvili,https://en.wikipedia.org/wiki/Konstantine_Gabashvili,კონსტანტინე გაბაშვილი,https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%9D%E1%83%A2%E1%83%94_%E1%83%92%E1%83%90%E1%83%91%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
393,"Габашвили, Реваз","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A0%D0%B5%D0%B2%D0%B0%D0%B7_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Revaz Gabashvili,https://en.wikipedia.org/wiki/Revaz_Gabashvili,რევაზ გაბაშვილი,https://ka.wikipedia.org/wiki/%E1%83%A0%E1%83%94%E1%83%96%E1%83%9D_%E1%83%92%E1%83%90%E1%83%91%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
394,Теймураз Габашвили,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A2%D0%B5%D0%B9%D0%BC%D1%83%D1%80%D0%B0%D0%B7_%D0%91%D0%B5%D1%81%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87",Teymuraz Gabashvili,https://en.wikipedia.org/wiki/Teymuraz_Gabashvili,თეიმურაზ გაბაშვილი,
395,Ираклий Ревазович Габели,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B5%D0%BB%D0%B8,_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B9_%D0%A0%D0%B5%D0%B2%D0%B0%D0%B7%D0%BE%D0%B2%D0%B8%D1%87",,,,
396,"Габескирия, Гизо Шалвович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B5%D1%81%D0%BA%D0%B8%D1%80%D0%B8%D1%8F,_%D0%93%D0%B8%D0%B7%D0%BE_%D0%A8%D0%B0%D0%BB%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Gizo Gabeskiria,,გურამ გაბესკირია,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%96%E1%83%9D_%E1%83%92%E1%83%90%E1%83%91%E1%83%94%E1%83%A1%E1%83%99%E1%83%98%E1%83%A0%E1%83%98%E1%83%90
397,Категория:Родившиеся в Тбилиси,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%A0%D0%BE%D0%B4%D0%B8%D0%B2%D1%88%D0%B8%D0%B5%D1%81%D1%8F_%D0%B2_%D0%A2%D0%B1%D0%B8%D0%BB%D0%B8%D1%81%D0%B8,Category:Births in Tbilisi,,კატეგორია:თბილისში დაბადებულები,https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%90%E1%83%A2%E1%83%94%E1%83%92%E1%83%9D%E1%83%A0%E1%83%98%E1%83%90:%E1%83%97%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A1%E1%83%A8%E1%83%98_%E1%83%93%E1%83%90%E1%83%91%E1%83%90%E1%83%93%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%94%E1%83%91%E1%83%98
398,Категория:Родившиеся в Тбилиси,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%A0%D0%BE%D0%B4%D0%B8%D0%B2%D1%88%D0%B8%D0%B5%D1%81%D1%8F_%D0%B2_%D0%A2%D0%B1%D0%B8%D0%BB%D0%B8%D1%81%D0%B8,Category:Births in Tbilisi,,კატეგორია:თბილისში დაბადებულები,https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%90%E1%83%A2%E1%83%94%E1%83%92%E1%83%9D%E1%83%A0%E1%83%98%E1%83%90:%E1%83%97%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A1%E1%83%A8%E1%83%98_%E1%83%93%E1%83%90%E1%83%91%E1%83%90%E1%83%93%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%94%E1%83%91%E1%83%98
399,"Габичвадзе, Реваз Кондратьевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%B8%D1%87%D0%B2%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A0%D0%B5%D0%B2%D0%B0%D0%B7_%D0%9A%D0%BE%D0%BD%D0%B4%D1%80%D0%B0%D1%82%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Revaz Gabichvadze,,რევაზ გაბიჩვაძე,https://ka.wikipedia.org/wiki/%E1%83%A0%E1%83%94%E1%83%95%E1%83%90%E1%83%96_%E1%83%92%E1%83%90%E1%83%91%E1%83%98%E1%83%A9%E1%83%95%E1%83%90%E1%83%AB%E1%83%94
400,Леван Габриадзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D1%80%D0%B8%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD_%D0%A0%D0%B5%D0%B2%D0%B0%D0%B7%D0%BE%D0%B2%D0%B8%D1%87",Levan Gabriadze,https://en.wikipedia.org/wiki/Levan_Gabriadze,ლევან გაბრიაძე,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%94%E1%83%95%E1%83%90%E1%83%9C_%E1%83%92%E1%83%90%E1%83%91%E1%83%A0%E1%83%98%E1%83%90%E1%83%AB%E1%83%94
401,"Габричидзе, Владимир","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D1%80%D0%B8%D1%87%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80",Vladimir Gabrichidze,https://en.wikipedia.org/wiki/Vladimir_Gabrichidze,,
402,Гуранда Габуния,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D1%83%D0%BD%D0%B8%D1%8F,_%D0%93%D1%83%D1%80%D0%B0%D0%BD%D0%B4%D0%B0_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0",Guranda Gabunia,,გურანდა გაბუნია,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%A3%E1%83%A0%E1%83%90%E1%83%9C%E1%83%93%E1%83%90_%E1%83%92%E1%83%90%E1%83%91%E1%83%A3%E1%83%9C%E1%83%98%E1%83%90
403,"Габуния, Нодар Калистратович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D1%83%D0%BD%D0%B8%D1%8F,_%D0%9D%D0%BE%D0%B4%D0%B0%D1%80_%D0%9A%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87",Nodar Gabunia,,ნოდარ გაბუნია,https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%9D%E1%83%93%E1%83%90%E1%83%A0_%E1%83%92%E1%83%90%E1%83%91%E1%83%A3%E1%83%9C%E1%83%98%E1%83%90
404,"Гавалов, Сергей Михайлович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",,,,
405,Гавриил Самтаврийский,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%B8%D0%BB_(%D0%A3%D1%80%D0%B3%D0%B5%D0%B1%D0%B0%D0%B4%D0%B7%D0%B5),Gabriel Urgebadze,https://en.wikipedia.org/wiki/Gabriel_Urgebadze,მამა გაბრიელი,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%90%E1%83%9B%E1%83%90_%E1%83%92%E1%83%90%E1%83%91%E1%83%A0%E1%83%98%E1%83%94%E1%83%9A%E1%83%98
406,Гагамару Масару,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B3%D0%B0%D0%BC%D0%B0%D1%80%D1%83_%D0%9C%D0%B0%D1%81%D0%B0%D1%80%D1%83,Gagamaru Masaru,https://en.wikipedia.org/wiki/Gagamaru_Masaru,გაგამარუ,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%90%E1%83%92%E1%83%90%E1%83%9B%E1%83%90%E1%83%A0%E1%83%A3
407,Мераб Гагунашвили,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B3%D1%83%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9C%D0%B5%D1%80%D0%B0%D0%B1",Merab Gagunashvili,https://en.wikipedia.org/wiki/Merab_Gagunashvili,მერაბ გაგუნაშვილი,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%94%E1%83%A0%E1%83%90%E1%83%91_%E1%83%92%E1%83%90%E1%83%92%E1%83%A3%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
408,Шалва Гадабадзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D0%B0%D0%B1%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A8%D0%B0%D0%BB%D0%B2%D0%B0",Shalva Gadabadze,https://en.wikipedia.org/wiki/Shalva_Gadabadze,,
409,"Гаджибабабекова, Рахиля Ибрагим кызы","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D0%B6%D0%B8%D0%B1%D0%B0%D0%B1%D0%B0%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%A0%D0%B0%D1%85%D0%B8%D0%BB%D1%8F_%D0%98%D0%B1%D1%80%D0%B0%D0%B3%D0%B8%D0%BC_%D0%BA%D1%8B%D0%B7%D1%8B",,,,
410,"Гадрани, Гиорги","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D1%80%D0%B0%D0%BD%D0%B8,_%D0%93%D0%B8%D0%BE%D1%80%D0%B3%D0%B8",Giorgi Gadrani,https://en.wikipedia.org/wiki/Giorgi_Gadrani,გიორგი გადრანი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_%E1%83%92%E1%83%90%E1%83%93%E1%83%A0%E1%83%90%E1%83%9C%E1%83%98
411,"Гадрани, Лука","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D1%80%D0%B0%D0%BD%D0%B8,_%D0%9B%D1%83%D0%BA%D0%B0",Luka Gadrani,https://en.wikipedia.org/wiki/Luka_Gadrani,,
412,"Гаибова, Хадиджа Осман-бек кызы","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B8%D0%B1%D0%BE%D0%B2%D0%B0,_%D0%A5%D0%B0%D0%B4%D0%B8%D0%B4%D0%B6%D0%B0_%D0%9E%D1%81%D0%BC%D0%B0%D0%BD-%D0%B1%D0%B5%D0%BA_%D0%BA%D1%8B%D0%B7%D1%8B",Khadija Gayibova,https://en.wikipedia.org/wiki/Khadija_Gayibova,ხადიჯა გაიბოვა,https://ka.wikipedia.org/wiki/%E1%83%AE%E1%83%90%E1%83%93%E1%83%98%E1%83%AF%E1%83%90_%E1%83%92%E1%83%90%E1%83%98%E1%83%91%E1%83%9D%E1%83%95%E1%83%90
413,"Гайтабашы, Абдулгамид-бек","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9%D1%82%D0%B0%D0%B1%D0%B0%D1%88%D1%8B,_%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%B3%D0%B0%D0%BC%D0%B8%D0%B4-%D0%B1%D0%B5%D0%BA",Abdulhamid bey Gaytabashi,https://en.wikipedia.org/wiki/Abdulhamid_bey_Gaytabashi,,
414,"Галаванов, Александр Георгиевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",,,,
415,"Галумов, Эраст Александрович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D1%83%D0%BC%D0%BE%D0%B2,_%D0%AD%D1%80%D0%B0%D1%81%D1%82_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Erast Galumov,,,
416,"Галустян, Роберт Рустамович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D1%83%D1%81%D1%82%D1%8F%D0%BD,_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82_%D0%A0%D1%83%D1%81%D1%82%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",,,,
417,"Гамбаров, Юрий Степанович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B1%D0%B0%D1%80%D0%BE%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",I͡U. S.  Gambarov,,,
418,"Гамкрелидзе, Амиран Григорьевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%BA%D1%80%D0%B5%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%90%D0%BC%D0%B8%D1%80%D0%B0%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Amiran Gamkhrelidze,,ამირან გამყრელიძე,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9B%E1%83%98%E1%83%A0%E1%83%90%E1%83%9C_%E1%83%92%E1%83%90%E1%83%9B%E1%83%A7%E1%83%A0%E1%83%94%E1%83%9A%E1%83%98%E1%83%AB%E1%83%94
419,Давид Ираклиевич Гамкрелидзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%BA%D1%80%D0%B5%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",David Gamkrelidze,https://en.wikipedia.org/wiki/David_Gamkrelidze,დავით გამყრელიძე,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%90%E1%83%95%E1%83%98%E1%83%97_%E1%83%92%E1%83%90%E1%83%9B%E1%83%A7%E1%83%A0%E1%83%94%E1%83%9A%E1%83%98%E1%83%AB%E1%83%94
420,"Гамкрелидзе, Ираклий Петрович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%BA%D1%80%D0%B5%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87",,,,
